Year,Month,Entry Type,Tax Type,Amount
1997,October,Actual Outturn,Capital Gains Tax,29342
1997,October,Actual Outturn,Stamps,51920
1997,October,Actual Outturn,Income Tax,768084
1997,October,Actual Outturn,Corporation Tax,116873
1997,October,Actual Outturn,Valued Added Tax,233062
1997,October,Actual Outturn,Training and Employment Levy,15210
1997,October,Actual Outturn,Unallocated Tax Receipts,-13610
1997,November,Actual Outturn,Customs,18665
1997,November,Actual Outturn,Excise Duty,264495
1997,November,Actual Outturn,Capital Gains Tax,92081
1997,November,Actual Outturn,Stamps,42996
1997,November,Actual Outturn,Income Tax,780432
1997,November,Actual Outturn,Corporation Tax,30570
1997,November,Actual Outturn,Valued Added Tax,597059
1997,November,Actual Outturn,Training and Employment Levy,37984
1997,November,Actual Outturn,Unallocated Tax Receipts,28073
1997,December  ,Actual Outturn,Customs,17141
1997,December  ,Actual Outturn,Excise Duty,442372
1997,December  ,Actual Outturn,Capital Gains Tax,15982
1997,December  ,Actual Outturn,Stamps,41774
1997,December  ,Actual Outturn,Income Tax,511092
1997,December  ,Actual Outturn,Corporation Tax,135710
1997,December  ,Actual Outturn,Valued Added Tax,270928
1997,December  ,Actual Outturn,Training and Employment Levy,27238
1997,December  ,Actual Outturn,Unallocated Tax Receipts,-75995
1998,January,Actual Outturn,Customs,8888167
1998,January,Actual Outturn,Excise Duty,199500
1998,January,Actual Outturn,Capital Gains Tax,14759
1998,January,Actual Outturn,Stamps,63842
1998,January,Actual Outturn,Income Tax,584063
1998,January,Actual Outturn,Corporation Tax,32339
1998,January,Actual Outturn,Valued Added Tax,682618
1998,January,Actual Outturn,Training and Employment Levy,20564449
1998,January,Actual Outturn,Unallocated Tax Receipts,56590
1998,February,Actual Outturn,Customs,25648709
1998,February,Actual Outturn,Excise Duty,217364
1998,February,Actual Outturn,Capital Gains Tax,17798
1998,February,Actual Outturn,Stamps,56585
1998,February,Actual Outturn,Income Tax,508655
1998,February,Actual Outturn,Corporation Tax,16889
1998,February,Actual Outturn,Valued Added Tax,230847
1998,February,Actual Outturn,Training and Employment Levy,355269
1998,February,Actual Outturn,Unallocated Tax Receipts,-4584
1998,March,Actual Outturn,Customs,20315809
1998,March,Actual Outturn,Excise Duty,269998
1998,March,Actual Outturn,Capital Gains Tax,29694
1998,March,Actual Outturn,Stamps,52703
1998,March,Actual Outturn,Income Tax,518970
1998,March,Actual Outturn,Corporation Tax,173773
1998,March,Actual Outturn,Valued Added Tax,603499
1998,March,Actual Outturn,Training and Employment Levy,18519616
1998,March,Actual Outturn,Unallocated Tax Receipts,4501
1998,April,Actual Outturn,Customs,-54777516
1998,April,Actual Outturn,Excise Duty,308945
1998,April,Actual Outturn,Capital Gains Tax,16768
1998,April,Actual Outturn,Stamps,47608
1998,April,Actual Outturn,Income Tax,694412
1998,April,Actual Outturn,Corporation Tax,82690
1998,April,Actual Outturn,Valued Added Tax,223870
1998,April,Actual Outturn,Training and Employment Levy,-39399606
1998,April,Actual Outturn,Unallocated Tax Receipts,-848
1998,May,Actual Outturn,Customs,17522
1998,May,Actual Outturn,Excise Duty,279026
1998,May,Actual Outturn,Capital Gains Tax,16804
1998,May,Actual Outturn,Stamps,53387
1998,May,Actual Outturn,Income Tax,633910
1998,May,Actual Outturn,Corporation Tax,185015
1998,May,Actual Outturn,Valued Added Tax,656046
1998,May,Actual Outturn,Training and Employment Levy,38276
1998,May,Actual Outturn,Unallocated Tax Receipts,3353
1998,June,Actual Outturn,Customs,16507
1998,June,Actual Outturn,Excise Duty,310419
1998,June,Actual Outturn,Capital Gains Tax,17239
1998,June,Actual Outturn,Stamps,52304
1998,June,Actual Outturn,Income Tax,520645
1998,June,Actual Outturn,Corporation Tax,1266312
1998,June,Actual Outturn,Valued Added Tax,217093
1998,June,Actual Outturn,Training and Employment Levy,32671
1998,June,Actual Outturn,Unallocated Tax Receipts,-8629
1998,July,Actual Outturn,Customs,26538
1998,July,Actual Outturn,Excise Duty,304067
1998,July,Actual Outturn,Capital Gains Tax,21069
1998,July,Actual Outturn,Stamps,81598
1998,July,Actual Outturn,Income Tax,527635
1998,July,Actual Outturn,Corporation Tax,236668
1998,July,Actual Outturn,Valued Added Tax,692082
1998,July,Actual Outturn,Training and Employment Levy,44550
1998,July,Actual Outturn,Unallocated Tax Receipts,-4549
1998,August,Actual Outturn,Customs,15745
1998,August,Actual Outturn,Excise Duty,291909
1998,August,Actual Outturn,Capital Gains Tax,19030
1998,August,Actual Outturn,Stamps,59292
1998,August,Actual Outturn,Income Tax,497551
1998,August,Actual Outturn,Corporation Tax,41297
1998,August,Actual Outturn,Valued Added Tax,213056
1998,August,Actual Outturn,Training and Employment Levy,21083
1998,August,Actual Outturn,Unallocated Tax Receipts,8387
1998,September,Actual Outturn,Customs,15745
1998,September,Actual Outturn,Excise Duty,330732
1998,September,Actual Outturn,Capital Gains Tax,16545
1998,September,Actual Outturn,Stamps,54820
1998,September,Actual Outturn,Income Tax,544156
1998,September,Actual Outturn,Corporation Tax,187481
1998,September,Actual Outturn,Valued Added Tax,676904
1998,September,Actual Outturn,Training and Employment Levy,413
1998,September,Actual Outturn,Unallocated Tax Receipts,-1912
1998,October,Actual Outturn,Customs,18284
1998,October,Actual Outturn,Excise Duty,227484
1998,October,Actual Outturn,Capital Gains Tax,46716
1998,October,Actual Outturn,Stamps,58586
1998,October,Actual Outturn,Income Tax,777242
1998,October,Actual Outturn,Corporation Tax,177931
1998,October,Actual Outturn,Valued Added Tax,249688
1998,October,Actual Outturn,Training and Employment Levy,22982
1998,October,Actual Outturn,Unallocated Tax Receipts,19206
1998,November,Actual Outturn,Customs,5079
1998,November,Actual Outturn,Excise Duty,344625
1998,November,Actual Outturn,Capital Gains Tax,146014
1998,November,Actual Outturn,Stamps,57421
1998,November,Actual Outturn,Income Tax,925099
1998,November,Actual Outturn,Corporation Tax,66847
1998,November,Actual Outturn,Valued Added Tax,733524
1998,November,Actual Outturn,Training and Employment Levy,63925
1998,November,Actual Outturn,Unallocated Tax Receipts,14653
1998,December  ,Actual Outturn,Customs,12139
1998,December  ,Actual Outturn,Excise Duty,499274
1998,December  ,Actual Outturn,Capital Gains Tax,25227
1998,December  ,Actual Outturn,Stamps,47981
1998,December  ,Actual Outturn,Income Tax,551663
1998,December  ,Actual Outturn,Corporation Tax,154683
1998,December  ,Actual Outturn,Valued Added Tax,242288
1998,December  ,Actual Outturn,Training and Employment Levy,29347
1998,December  ,Actual Outturn,Unallocated Tax Receipts,-86167
1999,January,Actual Outturn,Customs,14983
1999,January,Actual Outturn,Excise Duty,213186
1999,January,Actual Outturn,Capital Gains Tax,8921
1999,January,Actual Outturn,Capital Acquisitions Tax,10812
1999,January,Actual Outturn,Stamps,61284
1999,January,Actual Outturn,Income Tax,617799
1999,January,Actual Outturn,Corporation Tax,39870
1999,January,Actual Outturn,Valued Added Tax,789698
1999,January,Actual Outturn,Training and Employment Levy,20303
1999,January,Actual Outturn,Unallocated Tax Receipts,82984
1999,February,Actual Outturn,Customs,17141
1999,February,Actual Outturn,Excise Duty,261172
1999,February,Actual Outturn,Capital Gains Tax,13874
1999,February,Actual Outturn,Capital Acquisitions Tax,16653
1999,February,Actual Outturn,Stamps,78272
1999,February,Actual Outturn,Income Tax,585480
1999,February,Actual Outturn,Corporation Tax,26031
1999,February,Actual Outturn,Valued Added Tax,289023
1999,February,Actual Outturn,Training and Employment Levy,24713
1999,February,Actual Outturn,Unallocated Tax Receipts,-24903
1999,March,Actual Outturn,Customs,15491
1999,March,Actual Outturn,Excise Duty,326175
1999,March,Actual Outturn,Capital Gains Tax,13289
1999,March,Actual Outturn,Capital Acquisitions Tax,19402
1999,March,Actual Outturn,Stamps,63754
1999,March,Actual Outturn,Income Tax,587287
1999,March,Actual Outturn,Corporation Tax,138420
1999,March,Actual Outturn,Valued Added Tax,679672
1999,March,Actual Outturn,Training and Employment Levy,22321
1999,March,Actual Outturn,Unallocated Tax Receipts,1941
1999,April,Actual Outturn,Customs,16253
1999,April,Actual Outturn,Excise Duty,339110
1999,April,Actual Outturn,Capital Gains Tax,9677
1999,April,Actual Outturn,Capital Acquisitions Tax,13822
1999,April,Actual Outturn,Stamps,54316
1999,April,Actual Outturn,Income Tax,711427
1999,April,Actual Outturn,Corporation Tax,95662
1999,April,Actual Outturn,Valued Added Tax,202105
1999,April,Actual Outturn,Training and Employment Levy,20119
1999,April,Actual Outturn,Unallocated Tax Receipts,1780
1999,May,Actual Outturn,Customs,16253
1999,May,Actual Outturn,Excise Duty,335144
1999,May,Actual Outturn,Capital Gains Tax,10112
1999,May,Actual Outturn,Capital Acquisitions Tax,12449
1999,May,Actual Outturn,Stamps,79734
1999,May,Actual Outturn,Income Tax,747092
1999,May,Actual Outturn,Corporation Tax,426965
1999,May,Actual Outturn,Valued Added Tax,790004
1999,May,Actual Outturn,Training and Employment Levy,3705
1999,May,Actual Outturn,Unallocated Tax Receipts,3520
1999,June,Actual Outturn,Customs,15237
1999,June,Actual Outturn,Excise Duty,331480
1999,June,Actual Outturn,Capital Gains Tax,9876
1999,June,Actual Outturn,Capital Acquisitions Tax,14000
1999,June,Actual Outturn,Stamps,74681
1999,June,Actual Outturn,Income Tax,549701
1999,June,Actual Outturn,Corporation Tax,1690416
1999,June,Actual Outturn,Valued Added Tax,283334
1999,June,Actual Outturn,Training and Employment Levy,4166
1999,June,Actual Outturn,Unallocated Tax Receipts,19469
1999,July,Actual Outturn,Customs,12316
1999,July,Actual Outturn,Excise Duty,336310
1999,July,Actual Outturn,Capital Gains Tax,6064
1999,July,Actual Outturn,Capital Acquisitions Tax,30653
1999,July,Actual Outturn,Stamps,83426
1999,July,Actual Outturn,Income Tax,571263
1999,July,Actual Outturn,Corporation Tax,254089
1999,July,Actual Outturn,Valued Added Tax,782421
1999,July,Actual Outturn,Training and Employment Levy,1793
1999,July,Actual Outturn,Unallocated Tax Receipts,17526
1999,August,Actual Outturn,Customs,16507
1999,August,Actual Outturn,Excise Duty,333803
1999,August,Actual Outturn,Capital Gains Tax,8759
1999,August,Actual Outturn,Capital Acquisitions Tax,16816
1999,August,Actual Outturn,Stamps,103651
1999,August,Actual Outturn,Income Tax,639063
1999,August,Actual Outturn,Corporation Tax,55463
1999,August,Actual Outturn,Valued Added Tax,234941
1999,August,Actual Outturn,Training and Employment Levy,4389
1999,August,Actual Outturn,Unallocated Tax Receipts,-33756
1999,September,Actual Outturn,Customs,15491
1999,September,Actual Outturn,Excise Duty,357752
1999,September,Actual Outturn,Capital Gains Tax,7185
1999,September,Actual Outturn,Capital Acquisitions Tax,15180
1999,September,Actual Outturn,Stamps,69311
1999,September,Actual Outturn,Income Tax,561286
1999,September,Actual Outturn,Corporation Tax,214079
1999,September,Actual Outturn,Valued Added Tax,765642
1999,September,Actual Outturn,Training and Employment Levy,379
1999,September,Actual Outturn,Unallocated Tax Receipts,-16790
1999,October,Actual Outturn,Customs,14983
1999,October,Actual Outturn,Excise Duty,274438
1999,October,Actual Outturn,Capital Gains Tax,34642
1999,October,Actual Outturn,Capital Acquisitions Tax,12276
1999,October,Actual Outturn,Stamps,73037
1999,October,Actual Outturn,Income Tax,756313
1999,October,Actual Outturn,Corporation Tax,156298
1999,October,Actual Outturn,Valued Added Tax,287064
1999,October,Actual Outturn,Training and Employment Levy,356
1999,October,Actual Outturn,Unallocated Tax Receipts,35310
1999,November,Actual Outturn,Customs,12951
1999,November,Actual Outturn,Excise Duty,343357
1999,November,Actual Outturn,Capital Gains Tax,312169
1999,November,Actual Outturn,Capital Acquisitions Tax,16635
1999,November,Actual Outturn,Stamps,83121
1999,November,Actual Outturn,Income Tax,1115707
1999,November,Actual Outturn,Corporation Tax,96445
1999,November,Actual Outturn,Valued Added Tax,859360
1999,November,Actual Outturn,Training and Employment Levy,1418
1999,November,Actual Outturn,Unallocated Tax Receipts,-16500
1999,December  ,Actual Outturn,Customs,4571
1999,December  ,Actual Outturn,Excise Duty,608367
1999,December  ,Actual Outturn,Capital Gains Tax,19386
1999,December  ,Actual Outturn,Capital Acquisitions Tax,13892
1999,December  ,Actual Outturn,Stamps,88762
1999,December  ,Actual Outturn,Income Tax,585692
1999,December  ,Actual Outturn,Corporation Tax,246894
1999,December  ,Actual Outturn,Valued Added Tax,230875
1999,December  ,Actual Outturn,Training and Employment Levy,6479
1999,December  ,Actual Outturn,Unallocated Tax Receipts,-70581
2000,January,Actual Outturn,Customs,13459
2000,January,Actual Outturn,Excise Duty,254439
2000,January,Actual Outturn,Capital Gains Tax,15046
2000,January,Actual Outturn,Capital Acquisitions Tax,12887
2000,January,Actual Outturn,Stamps,94504
2000,January,Actual Outturn,Income Tax,729910
2000,January,Actual Outturn,Corporation Tax,71375
2000,January,Actual Outturn,Valued Added Tax,958313
2000,January,Actual Outturn,Training and Employment Levy,653
2000,January,Actual Outturn,Unallocated Tax Receipts,115537
2000,February,Actual Outturn,Customs,20316
2000,February,Actual Outturn,Excise Duty,300710
2000,February,Actual Outturn,Capital Gains Tax,27037
2000,February,Actual Outturn,Capital Acquisitions Tax,16541
2000,February,Actual Outturn,Stamps,85246
2000,February,Actual Outturn,Income Tax,645057
2000,February,Actual Outturn,Corporation Tax,34651
2000,February,Actual Outturn,Valued Added Tax,328500
2000,February,Actual Outturn,Training and Employment Levy,457
2000,February,Actual Outturn,Unallocated Tax Receipts,10258
2000,March,Actual Outturn,Customs,21586
2000,March,Actual Outturn,Excise Duty,365739
2000,March,Actual Outturn,Capital Gains Tax,16263
2000,March,Actual Outturn,Capital Acquisitions Tax,17714
2000,March,Actual Outturn,Stamps,79820
2000,March,Actual Outturn,Income Tax,662614
2000,March,Actual Outturn,Corporation Tax,130035
2000,March,Actual Outturn,Valued Added Tax,839274
2000,March,Actual Outturn,Training and Employment Levy,335
2000,March,Actual Outturn,Unallocated Tax Receipts,-16091
2000,April,Actual Outturn,Customs,13205
2000,April,Actual Outturn,Excise Duty,387128
2000,April,Actual Outturn,Capital Gains Tax,18085
2000,April,Actual Outturn,Capital Acquisitions Tax,25189
2000,April,Actual Outturn,Stamps,86398
2000,April,Actual Outturn,Income Tax,739887
2000,April,Actual Outturn,Corporation Tax,39799
2000,April,Actual Outturn,Valued Added Tax,263186
2000,April,Actual Outturn,Training and Employment Levy,249
2000,April,Actual Outturn,Unallocated Tax Receipts,9350
2000,May,Actual Outturn,Customs,20570
2000,May,Actual Outturn,Excise Duty,388853
2000,May,Actual Outturn,Capital Gains Tax,14088
2000,May,Actual Outturn,Capital Acquisitions Tax,19882
2000,May,Actual Outturn,Stamps,103385
2000,May,Actual Outturn,Income Tax,984681
2000,May,Actual Outturn,Corporation Tax,342258
2000,May,Actual Outturn,Valued Added Tax,967608
2000,May,Actual Outturn,Training and Employment Levy,3730
2000,May,Actual Outturn,Unallocated Tax Receipts,24877
2000,June,Actual Outturn,Customs,22855
2000,June,Actual Outturn,Excise Duty,240482
2000,June,Actual Outturn,Capital Gains Tax,14878
2000,June,Actual Outturn,Capital Acquisitions Tax,19093
2000,June,Actual Outturn,Stamps,85364
2000,June,Actual Outturn,Income Tax,607835
2000,June,Actual Outturn,Corporation Tax,1998836
2000,June,Actual Outturn,Valued Added Tax,298627
2000,June,Actual Outturn,Training and Employment Levy,10545
2000,June,Actual Outturn,Unallocated Tax Receipts,19636
2000,July,Actual Outturn,Customs,17776
2000,July,Actual Outturn,Excise Duty,456588
2000,July,Actual Outturn,Capital Gains Tax,9178
2000,July,Actual Outturn,Capital Acquisitions Tax,27400
2000,July,Actual Outturn,Stamps,123479
2000,July,Actual Outturn,Income Tax,594251
2000,July,Actual Outturn,Corporation Tax,257968
2000,July,Actual Outturn,Valued Added Tax,931211
2000,July,Actual Outturn,Training and Employment Levy,3357
2000,July,Actual Outturn,Unallocated Tax Receipts,1695
2000,August,Actual Outturn,Customs,19300
2000,August,Actual Outturn,Excise Duty,360314
2000,August,Actual Outturn,Capital Gains Tax,12848
2000,August,Actual Outturn,Capital Acquisitions Tax,16126
2000,August,Actual Outturn,Stamps,90446
2000,August,Actual Outturn,Income Tax,676010
2000,August,Actual Outturn,Corporation Tax,96659
2000,August,Actual Outturn,Valued Added Tax,325461
2000,August,Actual Outturn,Training and Employment Levy,367
